month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,storey,town_premium,flat_model_premium
2019-11,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,59,Improved,1978,57,248000,11,-18500,-28500
2019-11,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65,Improved,1972,51,257000,11,-18500,-28500
2019-11,BEDOK,3 ROOM,617,BEDOK RESERVOIR RD,04 TO 06,60,Improved,1986,65,260000,5,-18500,-28500
2019-11,BEDOK,3 ROOM,36,CHAI CHEE AVE,10 TO 12,65,Improved,1974,53,260000,11,-18500,-28500
2019-11,BEDOK,3 ROOM,32,CHAI CHEE AVE,10 TO 12,65,Improved,1974,53,263000,11,-18500,-28500
2019-11,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,56,270000,14,-18500,-28500
2019-11,BEDOK,3 ROOM,1,BEDOK STH AVE 1,07 TO 09,59,Improved,1976,55,275000,8,-18500,-28500
2019-11,BEDOK,3 ROOM,77,BEDOK NTH RD,13 TO 15,60,Improved,1986,65,285000,14,-18500,-28500
2019-11,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,10 TO 12,65,Improved,1977,56,300000,11,-18500,-28500
2019-11,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,07 TO 09,76,Improved,1977,56,320000,8,-18500,-28500
2019-12,BEDOK,3 ROOM,74,BEDOK NTH RD,04 TO 06,59,Improved,1978,57,233000,5,-18500,-28500
2019-12,BEDOK,3 ROOM,75,BEDOK NTH RD,01 TO 03,59,Improved,1978,57,220000,2,-18500,-28500
2019-12,BEDOK,3 ROOM,76,BEDOK NTH RD,04 TO 06,59,Improved,1978,57,235000,5,-18500,-28500
2019-12,BEDOK,3 ROOM,77,BEDOK NTH RD,01 TO 03,60,Improved,1986,65,235000,2,-18500,-28500
2019-12,BEDOK,3 ROOM,534,BEDOK NTH ST 3,04 TO 06,60,Improved,1986,65,230000,5,-18500,-28500
2019-12,BEDOK,3 ROOM,503,BEDOK NTH ST 3,01 TO 03,59,Improved,1978,57,215000,2,-18500,-28500
2019-12,BEDOK,3 ROOM,4,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,55,260000,11,-18500,-28500
2019-12,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65,Improved,1972,51,255000,8,-18500,-28500
2020-01,BEDOK,3 ROOM,74,BEDOK NTH RD,07 TO 09,59,Improved,1978,57,235000,8,-18500,-28500
2020-01,BEDOK,3 ROOM,77,BEDOK NTH RD,10 TO 12,60,Improved,1986,65,250000,11,-18500,-28500
2020-01,BEDOK,3 ROOM,75,BEDOK NTH RD,10 TO 12,59,Improved,1978,57,268000,11,-18500,-28500
2020-01,BEDOK,3 ROOM,74,BEDOK NTH RD,07 TO 09,59,Improved,1978,57,237000,8,-18500,-28500
2020-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,01 TO 03,59,Improved,1978,57,226000,2,-18500,-28500
2020-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,13 TO 15,65,Improved,1976,55,250500,14,-18500,-28500
2020-01,BEDOK,3 ROOM,1,BEDOK STH AVE 1,10 TO 12,59,Improved,1976,55,243000,11,-18500,-28500
2020-01,BEDOK,3 ROOM,40,CHAI CHEE AVE,10 TO 12,65,Improved,1974,53,272000,11,-18500,-28500
2020-01,BEDOK,3 ROOM,32,CHAI CHEE AVE,04 TO 06,73,Improved,1974,53,290000,5,-18500,-28500
2020-01,BEDOK,3 ROOM,32,CHAI CHEE AVE,07 TO 09,73,Improved,1974,53,280000,8,-18500,-28500
2020-01,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,56,292000,14,-18500,-28500
2020-01,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,07 TO 09,60,Improved,1985,64,268000,8,-18500,-28500
2020-02,BEDOK,3 ROOM,76,BEDOK NTH RD,07 TO 09,59,Improved,1978,56,230000,8,-18500,-28500
2020-02,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,60,Improved,1986,65,240000,8,-18500,-28500
2020-02,BEDOK,3 ROOM,501,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,57,225000,11,-18500,-28500
2020-02,BEDOK,3 ROOM,504,BEDOK NTH ST 3,13 TO 15,59,Improved,1978,57,223000,14,-18500,-28500
2020-02,BEDOK,3 ROOM,502,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,57,225000,5,-18500,-28500
2020-03,BEDOK,3 ROOM,501,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,57,200000,5,-18500,-28500
2020-03,BEDOK,3 ROOM,535,BEDOK NTH ST 3,07 TO 09,69,Improved,1986,64,268000,8,-18500,-28500
2020-03,BEDOK,3 ROOM,501,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,57,215000,5,-18500,-28500
2020-03,BEDOK,3 ROOM,535,BEDOK NTH ST 3,13 TO 15,60,Improved,1986,64,250000,14,-18500,-28500
2020-03,BEDOK,3 ROOM,617,BEDOK RESERVOIR RD,07 TO 09,69,Improved,1986,64,270000,8,-18500,-28500
2020-03,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,68,Improved,1986,65,267000,5,-18500,-28500
2020-03,BEDOK,3 ROOM,2,BEDOK STH AVE 1,07 TO 09,65,Improved,1976,54,258000,8,-18500,-28500
2020-03,BEDOK,3 ROOM,4,BEDOK STH AVE 1,04 TO 06,65,Improved,1976,54,243000,5,-18500,-28500
2020-03,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,75,Improved,1972,51,325000,11,-18500,-28500
2020-03,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65,Improved,1972,51,260000,11,-18500,-28500
2020-03,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,56,270000,14,-18500,-28500
2020-03,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,04 TO 06,65,Improved,1977,56,268000,5,-18500,-28500
2020-04,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,70,Improved,1978,56,280000,11,-18500,-28500
2020-04,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,60,Improved,1986,64,240000,8,-18500,-28500
2020-04,BEDOK,3 ROOM,18,BEDOK STH RD,13 TO 15,73,Improved,1976,54,300000,14,-18500,-28500
2020-05,BEDOK,3 ROOM,3,BEDOK STH AVE 1,07 TO 09,59,Improved,1976,54,245000,8,-18500,-28500
2020-06,BEDOK,3 ROOM,74,BEDOK NTH RD,04 TO 06,59,Improved,1978,56,240000,5,-18500,-28500
2020-06,BEDOK,3 ROOM,74,BEDOK NTH RD,01 TO 03,70,Improved,1978,56,251000,2,-18500,-28500
2020-06,BEDOK,3 ROOM,535,BEDOK NTH ST 3,04 TO 06,60,Improved,1986,64,238000,5,-18500,-28500
2020-06,BEDOK,3 ROOM,534,BEDOK NTH ST 3,01 TO 03,60,Improved,1986,64,240000,2,-18500,-28500
2020-06,BEDOK,3 ROOM,502,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,57,230000,5,-18500,-28500
2020-06,BEDOK,3 ROOM,502,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,56,225000,5,-18500,-28500
2020-06,BEDOK,3 ROOM,618,BEDOK RESERVOIR RD,04 TO 06,60,Improved,1986,64,260000,5,-18500,-28500
2020-06,BEDOK,3 ROOM,4,BEDOK STH AVE 1,01 TO 03,65,Improved,1976,54,253000,2,-18500,-28500
2020-06,BEDOK,3 ROOM,37,CHAI CHEE AVE,13 TO 15,66,Improved,1983,62,288000,14,-18500,-28500
2020-06,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 03,65,Improved,1972,51,245000,2,-18500,-28500
2020-06,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,56,287000,14,-18500,-28500
2020-06,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,04 TO 06,65,Improved,1977,56,260000,5,-18500,-28500
2020-06,BEDOK,3 ROOM,26,NEW UPP CHANGI RD,01 TO 03,66,Improved,1974,53,235000,2,-18500,-28500
2020-06,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,56,280000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,75,BEDOK NTH RD,01 TO 03,70,Improved,1978,56,295000,2,-18500,-28500
2020-07,BEDOK,3 ROOM,77,BEDOK NTH RD,07 TO 09,60,Improved,1986,64,240000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,504,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,56,233000,5,-18500,-28500
2020-07,BEDOK,3 ROOM,535,BEDOK NTH ST 3,07 TO 09,60,Improved,1986,64,261500,8,-18500,-28500
2020-07,BEDOK,3 ROOM,534,BEDOK NTH ST 3,01 TO 03,60,Improved,1986,64,215000,2,-18500,-28500
2020-07,BEDOK,3 ROOM,534,BEDOK NTH ST 3,04 TO 06,60,Improved,1986,64,238000,5,-18500,-28500
2020-07,BEDOK,3 ROOM,535,BEDOK NTH ST 3,10 TO 12,60,Improved,1986,64,250000,11,-18500,-28500
2020-07,BEDOK,3 ROOM,503,BEDOK NTH ST 3,13 TO 15,59,Improved,1978,56,242000,14,-18500,-28500
2020-07,BEDOK,3 ROOM,617,BEDOK RESERVOIR RD,07 TO 09,60,Improved,1986,64,254000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,2,BEDOK STH AVE 1,07 TO 09,73,Improved,1976,54,316000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,2,BEDOK STH AVE 1,04 TO 06,65,Improved,1976,54,257000,5,-18500,-28500
2020-07,BEDOK,3 ROOM,3,BEDOK STH AVE 1,13 TO 15,59,Improved,1976,54,276388,14,-18500,-28500
2020-07,BEDOK,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,54,245000,11,-18500,-28500
2020-07,BEDOK,3 ROOM,2,BEDOK STH AVE 1,04 TO 06,65,Improved,1976,54,252000,5,-18500,-28500
2020-07,BEDOK,3 ROOM,40,CHAI CHEE AVE,13 TO 15,65,Improved,1974,52,260000,14,-18500,-28500
2020-07,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,55,295000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,55,273000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,01 TO 03,65,Improved,1977,55,250000,2,-18500,-28500
2020-07,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,01 TO 03,68,Improved,1985,64,278000,2,-18500,-28500
2020-07,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,07 TO 09,65,Improved,1982,61,285000,8,-18500,-28500
2020-07,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,07 TO 09,76,Improved,1977,55,280000,8,-18500,-28500
2020-08,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,59,Improved,1978,56,235000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,75,BEDOK NTH RD,10 TO 12,59,Improved,1978,56,245000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,75,BEDOK NTH RD,01 TO 03,59,Improved,1978,56,230000,2,-18500,-28500
2020-08,BEDOK,3 ROOM,75,BEDOK NTH RD,07 TO 09,59,Improved,1978,56,220000,8,-18500,-28500
2020-08,BEDOK,3 ROOM,504,BEDOK NTH ST 3,13 TO 15,59,Improved,1978,56,232000,14,-18500,-28500
2020-08,BEDOK,3 ROOM,502,BEDOK NTH ST 3,01 TO 03,59,Improved,1978,56,235000,2,-18500,-28500
2020-08,BEDOK,3 ROOM,534,BEDOK NTH ST 3,10 TO 12,69,Improved,1986,64,300000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,503,BEDOK NTH ST 3,10 TO 12,70,Improved,1978,56,265000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,01 TO 03,60,Improved,1986,65,210000,2,-18500,-28500
2020-08,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,68,Improved,1986,65,285000,5,-18500,-28500
2020-08,BEDOK,3 ROOM,3,BEDOK STH AVE 1,10 TO 12,59,Improved,1976,54,248000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,54,274000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,37,CHAI CHEE AVE,13 TO 15,66,Improved,1983,61,300000,14,-18500,-28500
2020-08,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65,Improved,1972,50,250000,8,-18500,-28500
2020-08,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,01 TO 03,65,Improved,1977,55,270000,2,-18500,-28500
2020-08,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,10 TO 12,60,Improved,1985,64,282000,11,-18500,-28500
2020-08,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,55,285000,8,-18500,-28500
2020-09,BEDOK,3 ROOM,75,BEDOK NTH RD,01 TO 03,70,Improved,1978,56,282000,2,-18500,-28500
2020-09,BEDOK,3 ROOM,76,BEDOK NTH RD,13 TO 15,59,Improved,1978,56,252000,14,-18500,-28500
2020-09,BEDOK,3 ROOM,535,BEDOK NTH ST 3,07 TO 09,60,Improved,1986,64,265000,8,-18500,-28500
2020-09,BEDOK,3 ROOM,503,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,56,255000,11,-18500,-28500
2020-09,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,61,Improved,1986,65,270000,5,-18500,-28500
2020-09,BEDOK,3 ROOM,3,BEDOK STH AVE 1,07 TO 09,59,Improved,1976,54,246000,8,-18500,-28500
2020-09,BEDOK,3 ROOM,18,BEDOK STH RD,13 TO 15,65,Improved,1976,54,285000,14,-18500,-28500
2020-09,BEDOK,3 ROOM,18,BEDOK STH RD,04 TO 06,65,Improved,1976,54,240500,5,-18500,-28500
2020-09,BEDOK,3 ROOM,37,CHAI CHEE AVE,04 TO 06,66,Improved,1983,61,278000,5,-18500,-28500
2020-09,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65,Improved,1972,50,260000,8,-18500,-28500
2020-09,BEDOK,3 ROOM,19,CHAI CHEE RD,07 TO 09,65,Improved,1972,50,252000,8,-18500,-28500
2020-09,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,65,Improved,1972,50,251000,5,-18500,-28500
2020-09,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65,Improved,1972,50,248000,11,-18500,-28500
2020-09,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,10 TO 12,60,Improved,1985,64,275000,11,-18500,-28500
2020-09,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,04 TO 06,65,Improved,1982,61,295000,5,-18500,-28500
2020-09,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,10 TO 12,65,Improved,1977,55,305000,11,-18500,-28500
2020-10,BEDOK,3 ROOM,74,BEDOK NTH RD,07 TO 09,70,Improved,1978,56,288888,8,-18500,-28500
2020-10,BEDOK,3 ROOM,504,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,56,260000,8,-18500,-28500
2020-10,BEDOK,3 ROOM,504,BEDOK NTH ST 3,10 TO 12,70,Improved,1978,56,286000,11,-18500,-28500
2020-10,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,01 TO 03,60,Improved,1986,64,235000,2,-18500,-28500
2020-10,BEDOK,3 ROOM,18,BEDOK STH RD,10 TO 12,65,Improved,1976,54,288000,11,-18500,-28500
2020-10,BEDOK,3 ROOM,18,BEDOK STH RD,13 TO 15,65,Improved,1976,54,280000,14,-18500,-28500
2020-10,BEDOK,3 ROOM,36,CHAI CHEE AVE,10 TO 12,65,Improved,1974,52,250000,11,-18500,-28500
2020-10,BEDOK,3 ROOM,32,CHAI CHEE AVE,01 TO 03,65,Improved,1974,52,255000,2,-18500,-28500
2020-10,BEDOK,3 ROOM,37,CHAI CHEE AVE,10 TO 12,66,Improved,1983,61,295000,11,-18500,-28500
2020-10,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65,Improved,1972,50,259000,8,-18500,-28500
2020-10,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65,Improved,1972,50,260000,5,-18500,-28500
2020-10,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,10 TO 12,74,Improved,1982,60,330000,11,-18500,-28500
2020-10,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,07 TO 09,76,Improved,1977,55,305000,8,-18500,-28500
2020-11,BEDOK,3 ROOM,75,BEDOK NTH RD,04 TO 06,70,Improved,1978,56,285000,5,-18500,-28500
2020-11,BEDOK,3 ROOM,75,BEDOK NTH RD,10 TO 12,59,Improved,1978,56,254000,11,-18500,-28500
2020-11,BEDOK,3 ROOM,77,BEDOK NTH RD,04 TO 06,60,Improved,1986,64,280000,5,-18500,-28500
2020-11,BEDOK,3 ROOM,504,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,56,235000,5,-18500,-28500
2020-11,BEDOK,3 ROOM,504,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,56,235000,5,-18500,-28500
2020-11,BEDOK,3 ROOM,504,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,56,252500,11,-18500,-28500
2020-11,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,01 TO 03,68,Improved,1986,64,245000,2,-18500,-28500
2020-11,BEDOK,3 ROOM,18,BEDOK STH RD,13 TO 15,65,Improved,1976,54,330000,14,-18500,-28500
2020-11,BEDOK,3 ROOM,18,BEDOK STH RD,07 TO 09,65,Improved,1976,54,295000,8,-18500,-28500
2020-11,BEDOK,3 ROOM,36,CHAI CHEE AVE,07 TO 09,65,Improved,1974,52,280000,8,-18500,-28500
2020-11,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65,Improved,1972,50,288000,2,-18500,-28500
2020-11,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,04 TO 06,65,Improved,1982,60,290000,5,-18500,-28500
2020-11,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,04 TO 06,65,Improved,1977,55,273000,5,-18500,-28500
2020-12,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,59,Improved,1978,56,275000,11,-18500,-28500
2020-12,BEDOK,3 ROOM,503,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,56,260000,11,-18500,-28500
2020-12,BEDOK,3 ROOM,504,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,56,250000,5,-18500,-28500
2020-12,BEDOK,3 ROOM,503,BEDOK NTH ST 3,01 TO 03,59,Improved,1978,56,248000,2,-18500,-28500
2020-12,BEDOK,3 ROOM,1,BEDOK STH AVE 1,01 TO 03,59,Improved,1976,54,300000,2,-18500,-28500
2020-12,BEDOK,3 ROOM,18,BEDOK STH RD,07 TO 09,65,Improved,1976,54,275000,8,-18500,-28500
2020-12,BEDOK,3 ROOM,18,BEDOK STH RD,13 TO 15,65,Improved,1976,54,300000,14,-18500,-28500
2020-12,BEDOK,3 ROOM,32,CHAI CHEE AVE,07 TO 09,65,Improved,1974,52,300000,8,-18500,-28500
2020-12,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65,Improved,1972,50,265000,2,-18500,-28500
2020-12,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65,Improved,1972,50,270000,5,-18500,-28500
2020-12,BEDOK,3 ROOM,19,CHAI CHEE RD,04 TO 06,65,Improved,1972,50,260000,5,-18500,-28500
2020-12,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,01 TO 03,65,Improved,1982,60,285000,2,-18500,-28500
2020-12,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,13 TO 15,65,Improved,1982,60,310000,14,-18500,-28500
2020-12,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,04 TO 06,65,Improved,1982,60,295000,5,-18500,-28500
2020-12,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,10 TO 12,65,Improved,1977,55,305000,11,-18500,-28500
2020-12,BEDOK,3 ROOM,26,NEW UPP CHANGI RD,01 TO 03,66,Improved,1974,52,290000,2,-18500,-28500
2020-12,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,55,308000,14,-18500,-28500
2021-01,BEDOK,3 ROOM,75,BEDOK NTH RD,10 TO 12,59,Improved,1978,56,270000,11,-18500,-28500
2021-01,BEDOK,3 ROOM,74,BEDOK NTH RD,04 TO 06,59,Improved,1978,56,255000,5,-18500,-28500
2021-01,BEDOK,3 ROOM,77,BEDOK NTH RD,04 TO 06,60,Improved,1986,64,260000,5,-18500,-28500
2021-01,BEDOK,3 ROOM,75,BEDOK NTH RD,07 TO 09,59,Improved,1978,56,248000,8,-18500,-28500
2021-01,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,07 TO 09,60,Improved,1986,64,278000,8,-18500,-28500
2021-01,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,01 TO 03,60,Improved,1986,64,255000,2,-18500,-28500
2021-01,BEDOK,3 ROOM,1,BEDOK STH AVE 1,07 TO 09,59,Improved,1976,54,268000,8,-18500,-28500
2021-01,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,55,300000,8,-18500,-28500
2021-01,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,01 TO 03,65,Improved,1977,55,275000,2,-18500,-28500
2021-02,BEDOK,3 ROOM,76,BEDOK NTH RD,13 TO 15,59,Improved,1978,56,240000,14,-18500,-28500
2021-02,BEDOK,3 ROOM,76,BEDOK NTH RD,04 TO 06,59,Improved,1978,56,250000,5,-18500,-28500
2021-02,BEDOK,3 ROOM,74,BEDOK NTH RD,13 TO 15,59,Improved,1978,55,265000,14,-18500,-28500
2021-02,BEDOK,3 ROOM,76,BEDOK NTH RD,07 TO 09,59,Improved,1978,55,248000,8,-18500,-28500
2021-02,BEDOK,3 ROOM,501,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,56,260000,8,-18500,-28500
2021-02,BEDOK,3 ROOM,504,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,56,260000,5,-18500,-28500
2021-02,BEDOK,3 ROOM,503,BEDOK NTH ST 3,13 TO 15,59,Improved,1978,56,265000,14,-18500,-28500
2021-02,BEDOK,3 ROOM,534,BEDOK NTH ST 3,10 TO 12,60,Improved,1986,64,285000,11,-18500,-28500
2021-02,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65,Improved,1972,50,300000,8,-18500,-28500
2021-02,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,55,286000,8,-18500,-28500
2021-03,BEDOK,3 ROOM,75,BEDOK NTH RD,13 TO 15,59,Improved,1978,55,275000,14,-18500,-28500
2021-03,BEDOK,3 ROOM,504,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,56,277000,8,-18500,-28500
2021-03,BEDOK,3 ROOM,501,BEDOK NTH ST 3,07 TO 09,70,Improved,1978,56,285000,8,-18500,-28500
2021-03,BEDOK,3 ROOM,501,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,56,268888,11,-18500,-28500
2021-03,BEDOK,3 ROOM,534,BEDOK NTH ST 3,01 TO 03,60,Improved,1986,64,250000,2,-18500,-28500
2021-03,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,68,Improved,1986,64,293000,5,-18500,-28500
2021-03,BEDOK,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,53,270000,11,-18500,-28500
2021-03,BEDOK,3 ROOM,18,BEDOK STH RD,07 TO 09,65,Improved,1976,53,325000,8,-18500,-28500
2021-03,BEDOK,3 ROOM,32,CHAI CHEE AVE,07 TO 09,65,Improved,1974,51,300000,8,-18500,-28500
2021-04,BEDOK,3 ROOM,77,BEDOK NTH RD,13 TO 15,69,Improved,1986,64,323000,14,-18500,-28500
2021-04,BEDOK,3 ROOM,74,BEDOK NTH RD,13 TO 15,70,Improved,1978,55,328000,14,-18500,-28500
2021-04,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,59,Improved,1978,55,275000,11,-18500,-28500
2021-04,BEDOK,3 ROOM,502,BEDOK NTH ST 3,07 TO 09,70,Improved,1978,56,300000,8,-18500,-28500
2021-04,BEDOK,3 ROOM,617,BEDOK RESERVOIR RD,07 TO 09,60,Improved,1986,63,279000,8,-18500,-28500
2021-04,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,61,Improved,1986,64,288000,5,-18500,-28500
2021-04,BEDOK,3 ROOM,1,BEDOK STH AVE 1,01 TO 03,59,Improved,1976,53,265000,2,-18500,-28500
2021-04,BEDOK,3 ROOM,18,BEDOK STH RD,07 TO 09,65,Improved,1976,53,284000,8,-18500,-28500
2021-04,BEDOK,3 ROOM,40,CHAI CHEE AVE,10 TO 12,73,Improved,1974,51,313000,11,-18500,-28500
2021-04,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,13 TO 15,74,Improved,1982,60,335000,14,-18500,-28500
2021-04,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,01 TO 03,65,Improved,1977,55,288888,2,-18500,-28500
2021-05,BEDOK,3 ROOM,77,BEDOK NTH RD,13 TO 15,60,Improved,1986,64,293888,14,-18500,-28500
2021-05,BEDOK,3 ROOM,77,BEDOK NTH RD,01 TO 03,60,Improved,1986,64,240000,2,-18500,-28500
2021-05,BEDOK,3 ROOM,74,BEDOK NTH RD,01 TO 03,59,Improved,1978,55,260000,2,-18500,-28500
2021-05,BEDOK,3 ROOM,501,BEDOK NTH ST 3,10 TO 12,70,Improved,1978,55,318000,11,-18500,-28500
2021-05,BEDOK,3 ROOM,534,BEDOK NTH ST 3,04 TO 06,60,Improved,1986,63,295800,5,-18500,-28500
2021-05,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,61,Improved,1986,64,285000,5,-18500,-28500
2021-05,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,01 TO 03,60,Improved,1986,64,288000,2,-18500,-28500
2021-05,BEDOK,3 ROOM,4,BEDOK STH AVE 1,13 TO 15,65,Improved,1976,53,316000,14,-18500,-28500
2021-05,BEDOK,3 ROOM,1,BEDOK STH AVE 1,13 TO 15,59,Improved,1976,53,301000,14,-18500,-28500
2021-05,BEDOK,3 ROOM,18,BEDOK STH RD,04 TO 06,65,Improved,1976,53,308000,5,-18500,-28500
2021-05,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,07 TO 09,65,Improved,1977,55,310000,8,-18500,-28500
2021-05,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,55,300000,14,-18500,-28500
2021-06,BEDOK,3 ROOM,76,BEDOK NTH RD,13 TO 15,59,Improved,1978,55,260000,14,-18500,-28500
2021-06,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,69,Improved,1986,63,305000,8,-18500,-28500
2021-06,BEDOK,3 ROOM,504,BEDOK NTH ST 3,04 TO 06,70,Improved,1978,55,300000,5,-18500,-28500
2021-06,BEDOK,3 ROOM,504,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,56,285000,11,-18500,-28500
2021-06,BEDOK,3 ROOM,502,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,55,306999,5,-18500,-28500
2021-06,BEDOK,3 ROOM,502,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,55,295000,8,-18500,-28500
