,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,combined_blk_street_name,oneMapAPI_Name,time_to_city,nearest_mall,nearest_school,nearest_mrt,storey,town_premium,flat_model_premium
803,2018-11,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,16 TO 18,142.0,Apartment,1989,69,588000.0,204 CHOA CHU KANG AVE 1,204 CHOA CHU KANG AVENUE 1 SINGAPORE 680204,40.7,553,404,991,17,-145000.0,-62000.0
804,2018-12,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,04 TO 06,146.0,Apartment,1989,69,515000.0,204 CHOA CHU KANG AVE 1,204 CHOA CHU KANG AVENUE 1 SINGAPORE 680204,40.7,553,404,991,5,-145000.0,-62000.0
805,2018-12,CHOA CHU KANG,EXECUTIVE,273,CHOA CHU KANG AVE 2,04 TO 06,146.0,Apartment,1993,73,430000.0,273 CHOA CHU KANG AVE 2,273 CHOA CHU KANG AVENUE 2 SINGAPORE 680273,41.26666667,356,349,861,5,-145000.0,-62000.0
806,2018-12,CHOA CHU KANG,EXECUTIVE,163,JLN TECK WHYE,16 TO 18,140.0,Apartment,1998,78,590000.0,163 JLN TECK WHYE,163 JALAN TECK WHYE SINGAPORE 680163,42.48333333,654,1358,728,17,-145000.0,-62000.0
807,2019-01,CHOA CHU KANG,EXECUTIVE,526,CHOA CHU KANG ST 51,01 TO 03,142.0,Apartment,1995,75,405000.0,526 CHOA CHU KANG ST 51,526 CHOA CHU KANG STREET 51 SINGAPORE 680526,46.65,305,471,1072,2,-145000.0,-62000.0
808,2019-01,CHOA CHU KANG,EXECUTIVE,753,CHOA CHU KANG NTH 5,07 TO 09,147.0,Apartment,1995,75,542000.0,753 CHOA CHU KANG NTH 5,753 CHOA CHU KANG NORTH 5 SINGAPORE 680753,43.36666667,522,225,739,8,-145000.0,-62000.0
809,2019-01,CHOA CHU KANG,EXECUTIVE,134,TECK WHYE LANE,07 TO 09,144.0,Apartment,1993,73,545000.0,134 TECK WHYE LANE,134 TECK WHYE LANE SINGAPORE 680134,42.35,199,731,1179,8,-145000.0,-62000.0
810,2019-01,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,10 TO 12,140.0,Apartment,1998,78,600000.0,164 JLN TECK WHYE,164 JALAN TECK WHYE SINGAPORE 680164,42.81666667,718,687,793,11,-145000.0,-62000.0
811,2019-02,CHOA CHU KANG,EXECUTIVE,529,CHOA CHU KANG ST 51,04 TO 06,147.0,Apartment,1995,75,392000.0,529 CHOA CHU KANG ST 51,529 CHOA CHU KANG STREET 51 SINGAPORE 680529,45.31666667,206,369,1201,5,-145000.0,-62000.0
812,2019-02,CHOA CHU KANG,EXECUTIVE,557,CHOA CHU KANG NTH 6,01 TO 03,146.0,Apartment,1996,76,455000.0,557 CHOA CHU KANG NTH 6,557 CHOA CHU KANG NORTH 6 SINGAPORE 680557,44.11666667,421,203,542,2,-145000.0,-62000.0
813,2019-02,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,10 TO 12,141.0,Apartment,1998,78,480000.0,164 JLN TECK WHYE,164 JALAN TECK WHYE SINGAPORE 680164,42.81666667,718,687,793,11,-145000.0,-62000.0
814,2019-02,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,01 TO 03,144.0,Apartment,1993,73,518000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,2,-145000.0,-62000.0
815,2019-02,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,13 TO 15,144.0,Apartment,1993,73,548000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,14,-145000.0,-62000.0
816,2019-02,CHOA CHU KANG,EXECUTIVE,753,CHOA CHU KANG NTH 5,10 TO 12,145.0,Apartment,1995,75,565000.0,753 CHOA CHU KANG NTH 5,753 CHOA CHU KANG NORTH 5 SINGAPORE 680753,43.36666667,522,225,739,11,-145000.0,-62000.0
817,2019-02,CHOA CHU KANG,EXECUTIVE,557,CHOA CHU KANG NTH 6,10 TO 12,146.0,Apartment,1996,76,585000.0,557 CHOA CHU KANG NTH 6,557 CHOA CHU KANG NORTH 6 SINGAPORE 680557,44.11666667,421,203,542,11,-145000.0,-62000.0
818,2019-02,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,19 TO 21,140.0,Apartment,1998,78,590000.0,164 JLN TECK WHYE,164 JALAN TECK WHYE SINGAPORE 680164,42.81666667,718,687,793,20,-145000.0,-62000.0
819,2019-03,CHOA CHU KANG,EXECUTIVE,554,CHOA CHU KANG NTH 6,07 TO 09,145.0,Apartment,1996,75,550000.0,554 CHOA CHU KANG NTH 6,554 CHOA CHU KANG NORTH 6 SINGAPORE 680554,47.05,509,340,631,8,-145000.0,-62000.0
820,2019-04,CHOA CHU KANG,EXECUTIVE,525,CHOA CHU KANG ST 51,01 TO 03,142.0,Apartment,1995,74,400000.0,525 CHOA CHU KANG ST 51,525 CHOA CHU KANG STREET 51 SINGAPORE 680525,47.56666667,337,503,1133,2,-145000.0,-62000.0
821,2019-04,CHOA CHU KANG,EXECUTIVE,525,CHOA CHU KANG ST 51,07 TO 09,142.0,Apartment,1995,74,420000.0,525 CHOA CHU KANG ST 51,525 CHOA CHU KANG STREET 51 SINGAPORE 680525,47.56666667,337,503,1133,8,-145000.0,-62000.0
822,2019-04,CHOA CHU KANG,EXECUTIVE,553,CHOA CHU KANG NTH 6,01 TO 03,146.0,Apartment,1996,75,455000.0,553 CHOA CHU KANG NTH 6,553 CHOA CHU KANG NORTH 6 SINGAPORE 680553,43.73333333,479,247,600,2,-145000.0,-62000.0
823,2019-04,CHOA CHU KANG,EXECUTIVE,272,CHOA CHU KANG AVE 2,04 TO 06,147.0,Apartment,1993,73,460000.0,272 CHOA CHU KANG AVE 2,272 CHOA CHU KANG AVENUE 2 SINGAPORE 680272,41.76666667,322,288,923,5,-145000.0,-62000.0
824,2019-04,CHOA CHU KANG,EXECUTIVE,559,CHOA CHU KANG NTH 6,04 TO 06,146.0,Apartment,1996,75,472000.0,559 CHOA CHU KANG NTH 6,559 CHOA CHU KANG NORTH 6 SINGAPORE 680559,43.66666667,346,261,468,5,-145000.0,-62000.0
825,2019-04,CHOA CHU KANG,EXECUTIVE,603,CHOA CHU KANG ST 62,01 TO 03,147.0,Apartment,1996,75,502000.0,603 CHOA CHU KANG ST 62,603 CHOA CHU KANG STREET 62 SINGAPORE 680603,44.43333333,420,625,416,2,-145000.0,-62000.0
826,2019-05,CHOA CHU KANG,EXECUTIVE,274,CHOA CHU KANG AVE 2,01 TO 03,146.0,Apartment,1993,73,420000.0,274 CHOA CHU KANG AVE 2,274 CHOA CHU KANG AVENUE 2 SINGAPORE 680274,41.43333333,395,339,878,2,-145000.0,-62000.0
827,2019-05,CHOA CHU KANG,EXECUTIVE,755,CHOA CHU KANG NTH 5,07 TO 09,151.0,Apartment,1995,75,535000.0,755 CHOA CHU KANG NTH 5,755 CHOA CHU KANG NORTH 5 SINGAPORE 680755,43.43333333,404,294,676,8,-145000.0,-62000.0
828,2019-05,CHOA CHU KANG,EXECUTIVE,133,TECK WHYE LANE,13 TO 15,146.0,Apartment,1993,73,568000.0,133 TECK WHYE LANE,133 TECK WHYE LANE SINGAPORE 680133,41.55,241,701,1149,14,-145000.0,-62000.0
829,2019-05,CHOA CHU KANG,EXECUTIVE,557,CHOA CHU KANG NTH 6,10 TO 12,146.0,Apartment,1996,75,603000.0,557 CHOA CHU KANG NTH 6,557 CHOA CHU KANG NORTH 6 SINGAPORE 680557,44.11666667,421,203,542,11,-145000.0,-62000.0
830,2019-06,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,16 TO 18,125.0,Apartment,2003,82,445000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,17,-145000.0,-62000.0
831,2019-06,CHOA CHU KANG,EXECUTIVE,528,CHOA CHU KANG ST 51,04 TO 06,149.0,Apartment,1995,74,468000.0,528 CHOA CHU KANG ST 51,528 CHOA CHU KANG STREET 51 SINGAPORE 680528,45.83333333,276,439,1242,5,-145000.0,-62000.0
832,2019-06,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,01 TO 03,125.0,Apartment,2003,82,480000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,2,-145000.0,-62000.0
833,2019-06,CHOA CHU KANG,EXECUTIVE,605,CHOA CHU KANG ST 62,07 TO 09,145.0,Apartment,1996,75,530000.0,605 CHOA CHU KANG ST 62,605 CHOA CHU KANG STREET 62 SINGAPORE 680605,45.61666667,510,662,506,8,-145000.0,-62000.0
834,2019-06,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,13 TO 15,148.0,Apartment,1993,73,560000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,14,-145000.0,-62000.0
835,2019-07,CHOA CHU KANG,EXECUTIVE,557,CHOA CHU KANG NTH 6,01 TO 03,146.0,Apartment,1996,75,444000.0,557 CHOA CHU KANG NTH 6,557 CHOA CHU KANG NORTH 6 SINGAPORE 680557,44.11666667,421,203,542,2,-145000.0,-62000.0
836,2019-07,CHOA CHU KANG,EXECUTIVE,530,CHOA CHU KANG ST 51,10 TO 12,143.0,Apartment,1995,74,450000.0,530 CHOA CHU KANG ST 51,530 CHOA CHU KANG STREET 51 SINGAPORE 680530,45.41666667,232,375,1004,11,-145000.0,-62000.0
837,2019-07,CHOA CHU KANG,EXECUTIVE,755,CHOA CHU KANG NTH 5,01 TO 03,154.0,Apartment,1995,75,465000.0,755 CHOA CHU KANG NTH 5,755 CHOA CHU KANG NORTH 5 SINGAPORE 680755,43.43333333,404,294,676,2,-145000.0,-62000.0
838,2019-07,CHOA CHU KANG,EXECUTIVE,602,CHOA CHU KANG ST 62,01 TO 03,145.0,Apartment,1996,75,468000.0,602 CHOA CHU KANG ST 62,602 CHOA CHU KANG STREET 62 SINGAPORE 680602,44.66666667,332,536,453,2,-145000.0,-62000.0
839,2019-07,CHOA CHU KANG,EXECUTIVE,275,CHOA CHU KANG AVE 2,13 TO 15,147.0,Apartment,1993,73,485000.0,275 CHOA CHU KANG AVE 2,275 CHOA CHU KANG AVENUE 2 SINGAPORE 680275,42.63333333,455,296,891,14,-145000.0,-62000.0
840,2019-07,CHOA CHU KANG,EXECUTIVE,420,CHOA CHU KANG AVE 4,07 TO 09,143.0,Apartment,1993,72,535000.0,420 CHOA CHU KANG AVE 4,420 CHOA CHU KANG AVENUE 4 SINGAPORE 680420,45.11666667,609,570,753,8,-145000.0,-62000.0
841,2019-07,CHOA CHU KANG,EXECUTIVE,556,CHOA CHU KANG NTH 6,10 TO 12,146.0,Apartment,1996,75,538000.0,556 CHOA CHU KANG NTH 6,556 CHOA CHU KANG NORTH 6 SINGAPORE 680556,43.31666667,449,216,570,11,-145000.0,-62000.0
842,2019-07,CHOA CHU KANG,EXECUTIVE,436,CHOA CHU KANG AVE 4,10 TO 12,144.0,Apartment,1993,72,550000.0,436 CHOA CHU KANG AVE 4,436 CHOA CHU KANG AVENUE 4 SINGAPORE 680436,46.5,782,922,792,11,-145000.0,-62000.0
843,2019-07,CHOA CHU KANG,EXECUTIVE,420,CHOA CHU KANG AVE 4,10 TO 12,150.0,Apartment,1993,72,550000.0,420 CHOA CHU KANG AVE 4,420 CHOA CHU KANG AVENUE 4 SINGAPORE 680420,45.11666667,609,570,753,11,-145000.0,-62000.0
844,2019-07,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,07 TO 09,148.0,Apartment,1993,72,550000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,8,-145000.0,-62000.0
845,2019-07,CHOA CHU KANG,EXECUTIVE,235,CHOA CHU KANG CTRL,10 TO 12,145.0,Apartment,1990,70,590000.0,235 CHOA CHU KANG CTRL,235 CHOA CHU KANG CENTRAL SINGAPORE 680235,38.76666667,544,395,982,11,-145000.0,-62000.0
846,2019-08,CHOA CHU KANG,EXECUTIVE,529,CHOA CHU KANG ST 51,01 TO 03,143.0,Apartment,1995,74,395000.0,529 CHOA CHU KANG ST 51,529 CHOA CHU KANG STREET 51 SINGAPORE 680529,45.31666667,206,369,1201,2,-145000.0,-62000.0
847,2019-08,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,13 TO 15,125.0,Apartment,2003,82,455000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,14,-145000.0,-62000.0
848,2019-08,CHOA CHU KANG,EXECUTIVE,525,CHOA CHU KANG ST 51,07 TO 09,142.0,Apartment,1995,74,460000.0,525 CHOA CHU KANG ST 51,525 CHOA CHU KANG STREET 51 SINGAPORE 680525,47.56666667,337,503,1133,8,-145000.0,-62000.0
849,2019-08,CHOA CHU KANG,EXECUTIVE,101,TECK WHYE LANE,10 TO 12,142.0,Apartment,1989,68,538000.0,101 TECK WHYE LANE,101 TECK WHYE LANE SINGAPORE 680101,37.46666667,446,1078,980,11,-145000.0,-62000.0
850,2019-08,CHOA CHU KANG,EXECUTIVE,606,CHOA CHU KANG ST 62,04 TO 06,147.0,Apartment,1996,75,540000.0,606 CHOA CHU KANG ST 62,606 CHOA CHU KANG STREET 62 SINGAPORE 680606,44.91666667,458,706,454,5,-145000.0,-62000.0
851,2019-08,CHOA CHU KANG,EXECUTIVE,214,CHOA CHU KANG CTRL,10 TO 12,142.0,Apartment,1990,69,573800.0,214 CHOA CHU KANG CTRL,214 CHOA CHU KANG CENTRAL SINGAPORE 680214,43.85,530,296,665,11,-145000.0,-62000.0
852,2019-08,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,13 TO 15,148.0,Apartment,1993,72,575000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,14,-145000.0,-62000.0
853,2019-08,CHOA CHU KANG,EXECUTIVE,164,JLN TECK WHYE,16 TO 18,140.0,Apartment,1998,77,640000.0,164 JLN TECK WHYE,164 JALAN TECK WHYE SINGAPORE 680164,42.81666667,718,687,793,17,-145000.0,-62000.0
854,2019-09,CHOA CHU KANG,EXECUTIVE,272,CHOA CHU KANG AVE 2,07 TO 09,143.0,Apartment,1993,72,445000.0,272 CHOA CHU KANG AVE 2,272 CHOA CHU KANG AVENUE 2 SINGAPORE 680272,41.76666667,322,288,923,8,-145000.0,-62000.0
855,2019-09,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,01 TO 03,144.0,Apartment,1992,71,465000.0,282 CHOA CHU KANG AVE 3,282 CHOA CHU KANG AVENUE 3 SINGAPORE 680282,43.93333333,467,498,692,2,-145000.0,-62000.0
856,2019-09,CHOA CHU KANG,EXECUTIVE,561,CHOA CHU KANG NTH 6,01 TO 03,146.0,Apartment,1996,75,500000.0,561 CHOA CHU KANG NTH 6,561 CHOA CHU KANG NORTH 6 SINGAPORE 680561,44.15,294,313,416,2,-145000.0,-62000.0
857,2019-09,CHOA CHU KANG,EXECUTIVE,756,CHOA CHU KANG NTH 5,10 TO 12,147.0,Apartment,1995,74,542000.0,756 CHOA CHU KANG NTH 5,756 CHOA CHU KANG NORTH 5 SINGAPORE 680756,43.1,378,317,659,11,-145000.0,-62000.0
858,2019-09,CHOA CHU KANG,EXECUTIVE,753,CHOA CHU KANG NTH 5,07 TO 09,147.0,Apartment,1995,74,558888.0,753 CHOA CHU KANG NTH 5,753 CHOA CHU KANG NORTH 5 SINGAPORE 680753,43.36666667,522,225,739,8,-145000.0,-62000.0
859,2019-09,CHOA CHU KANG,EXECUTIVE,754,CHOA CHU KANG NTH 5,10 TO 12,154.0,Apartment,1995,74,565000.0,754 CHOA CHU KANG NTH 5,754 CHOA CHU KANG NORTH 5 SINGAPORE 680754,44.08333333,487,258,699,11,-145000.0,-62000.0
860,2019-09,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,16 TO 18,142.0,Apartment,1989,68,581000.0,204 CHOA CHU KANG AVE 1,204 CHOA CHU KANG AVENUE 1 SINGAPORE 680204,40.7,553,404,991,17,-145000.0,-62000.0
861,2019-10,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,16 TO 18,125.0,Apartment,2003,82,450000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,17,-145000.0,-62000.0
862,2019-10,CHOA CHU KANG,EXECUTIVE,275,CHOA CHU KANG AVE 2,10 TO 12,143.0,Apartment,1993,72,453000.0,275 CHOA CHU KANG AVE 2,275 CHOA CHU KANG AVENUE 2 SINGAPORE 680275,42.63333333,455,296,891,11,-145000.0,-62000.0
863,2019-10,CHOA CHU KANG,EXECUTIVE,554,CHOA CHU KANG NTH 6,04 TO 06,148.0,Apartment,1996,75,495000.0,554 CHOA CHU KANG NTH 6,554 CHOA CHU KANG NORTH 6 SINGAPORE 680554,47.05,509,340,631,5,-145000.0,-62000.0
864,2019-10,CHOA CHU KANG,EXECUTIVE,606,CHOA CHU KANG ST 62,01 TO 03,145.0,Apartment,1996,75,505000.0,606 CHOA CHU KANG ST 62,606 CHOA CHU KANG STREET 62 SINGAPORE 680606,44.91666667,458,706,454,2,-145000.0,-62000.0
865,2019-10,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,01 TO 03,148.0,Apartment,1993,72,530000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,2,-145000.0,-62000.0
866,2019-10,CHOA CHU KANG,EXECUTIVE,133,TECK WHYE LANE,04 TO 06,145.0,Apartment,1993,72,540000.0,133 TECK WHYE LANE,133 TECK WHYE LANE SINGAPORE 680133,41.55,241,701,1149,5,-145000.0,-62000.0
867,2019-10,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,13 TO 15,148.0,Apartment,1993,72,550000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,14,-145000.0,-62000.0
868,2019-11,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,19 TO 21,125.0,Apartment,2003,82,465000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,20,-145000.0,-62000.0
869,2019-11,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,22 TO 24,125.0,Apartment,2003,82,482000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,23,-145000.0,-62000.0
870,2019-11,CHOA CHU KANG,EXECUTIVE,603,CHOA CHU KANG ST 62,01 TO 03,146.0,Apartment,1996,75,495000.0,603 CHOA CHU KANG ST 62,603 CHOA CHU KANG STREET 62 SINGAPORE 680603,44.43333333,420,625,416,2,-145000.0,-62000.0
871,2019-11,CHOA CHU KANG,EXECUTIVE,753,CHOA CHU KANG NTH 5,04 TO 06,145.0,Apartment,1995,74,550000.0,753 CHOA CHU KANG NTH 5,753 CHOA CHU KANG NORTH 5 SINGAPORE 680753,43.36666667,522,225,739,5,-145000.0,-62000.0
872,2019-11,CHOA CHU KANG,EXECUTIVE,556,CHOA CHU KANG NTH 6,10 TO 12,149.0,Apartment,1996,75,560000.0,556 CHOA CHU KANG NTH 6,556 CHOA CHU KANG NORTH 6 SINGAPORE 680556,43.31666667,449,216,570,11,-145000.0,-62000.0
873,2019-11,CHOA CHU KANG,EXECUTIVE,758,CHOA CHU KANG NTH 5,10 TO 12,146.0,Apartment,1995,74,560000.0,758 CHOA CHU KANG NTH 5,758 CHOA CHU KANG NORTH 5 SINGAPORE 680758,46.05,470,221,564,11,-145000.0,-62000.0
874,2019-11,CHOA CHU KANG,EXECUTIVE,764,CHOA CHU KANG NTH 5,10 TO 12,144.0,Apartment,1996,75,565000.0,764 CHOA CHU KANG NTH 5,764 CHOA CHU KANG NORTH 5 SINGAPORE 680764,47.78333333,741,261,727,11,-145000.0,-62000.0
875,2019-12,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,07 TO 09,144.0,Apartment,1992,71,495000.0,282 CHOA CHU KANG AVE 3,282 CHOA CHU KANG AVENUE 3 SINGAPORE 680282,43.93333333,467,498,692,8,-145000.0,-62000.0
876,2019-12,CHOA CHU KANG,EXECUTIVE,420,CHOA CHU KANG AVE 4,10 TO 12,143.0,Apartment,1993,72,550000.0,420 CHOA CHU KANG AVE 4,420 CHOA CHU KANG AVENUE 4 SINGAPORE 680420,45.11666667,609,570,753,11,-145000.0,-62000.0
877,2019-12,CHOA CHU KANG,EXECUTIVE,342,CHOA CHU KANG LOOP,13 TO 15,143.0,Apartment,1993,72,630000.0,342 CHOA CHU KANG LOOP,342 CHOA CHU KANG LOOP SINGAPORE 680342,40.21666667,305,492,440,14,-145000.0,-62000.0
878,2019-12,CHOA CHU KANG,EXECUTIVE,764,CHOA CHU KANG NTH 5,04 TO 06,144.0,Apartment,1996,75,555000.0,764 CHOA CHU KANG NTH 5,764 CHOA CHU KANG NORTH 5 SINGAPORE 680764,47.78333333,741,261,727,5,-145000.0,-62000.0
879,2019-12,CHOA CHU KANG,EXECUTIVE,556,CHOA CHU KANG NTH 6,10 TO 12,148.0,Apartment,1996,75,560000.0,556 CHOA CHU KANG NTH 6,556 CHOA CHU KANG NORTH 6 SINGAPORE 680556,43.31666667,449,216,570,11,-145000.0,-62000.0
880,2019-12,CHOA CHU KANG,EXECUTIVE,525,CHOA CHU KANG ST 51,07 TO 09,145.0,Apartment,1995,74,471000.0,525 CHOA CHU KANG ST 51,525 CHOA CHU KANG STREET 51 SINGAPORE 680525,47.56666667,337,503,1133,8,-145000.0,-62000.0
881,2019-12,CHOA CHU KANG,EXECUTIVE,527,CHOA CHU KANG ST 51,04 TO 06,143.0,Apartment,1995,74,430000.0,527 CHOA CHU KANG ST 51,527 CHOA CHU KANG STREET 51 SINGAPORE 680527,47.08333333,328,493,1190,5,-145000.0,-62000.0
882,2019-12,CHOA CHU KANG,EXECUTIVE,602,CHOA CHU KANG ST 62,04 TO 06,145.0,Apartment,1996,75,520000.0,602 CHOA CHU KANG ST 62,602 CHOA CHU KANG STREET 62 SINGAPORE 680602,44.66666667,332,536,453,5,-145000.0,-62000.0
883,2020-01,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,16 TO 18,146.0,Apartment,1989,68,590000.0,204 CHOA CHU KANG AVE 1,204 CHOA CHU KANG AVENUE 1 SINGAPORE 680204,40.7,553,404,991,17,-145000.0,-62000.0
884,2020-01,CHOA CHU KANG,EXECUTIVE,758,CHOA CHU KANG NTH 5,07 TO 09,146.0,Apartment,1995,74,545000.0,758 CHOA CHU KANG NTH 5,758 CHOA CHU KANG NORTH 5 SINGAPORE 680758,46.05,470,221,564,8,-145000.0,-62000.0
885,2020-02,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,01 TO 03,148.0,Apartment,1993,72,520000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,2,-145000.0,-62000.0
886,2020-02,CHOA CHU KANG,EXECUTIVE,341,CHOA CHU KANG LOOP,01 TO 03,143.0,Apartment,1993,72,570000.0,341 CHOA CHU KANG LOOP,341 CHOA CHU KANG LOOP SINGAPORE 680341,38.98333333,246,567,380,2,-145000.0,-62000.0
887,2020-02,CHOA CHU KANG,EXECUTIVE,768,CHOA CHU KANG ST 54,01 TO 03,140.0,Apartment,1996,75,510000.0,768 CHOA CHU KANG ST 54,768 CHOA CHU KANG STREET 54 SINGAPORE 680768,46.58333333,839,367,794,2,-145000.0,-62000.0
888,2020-02,CHOA CHU KANG,EXECUTIVE,101,TECK WHYE LANE,07 TO 09,142.0,Apartment,1989,68,550000.0,101 TECK WHYE LANE,101 TECK WHYE LANE SINGAPORE 680101,37.46666667,446,1078,980,8,-145000.0,-62000.0
889,2020-02,CHOA CHU KANG,EXECUTIVE,134,TECK WHYE LANE,13 TO 15,144.0,Apartment,1993,72,570000.0,134 TECK WHYE LANE,134 TECK WHYE LANE SINGAPORE 680134,42.35,199,731,1179,14,-145000.0,-62000.0
890,2020-03,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,10 TO 12,144.0,Apartment,1992,71,495000.0,282 CHOA CHU KANG AVE 3,282 CHOA CHU KANG AVENUE 3 SINGAPORE 680282,43.93333333,467,498,692,11,-145000.0,-62000.0
891,2020-03,CHOA CHU KANG,EXECUTIVE,420,CHOA CHU KANG AVE 4,01 TO 03,150.0,Apartment,1993,72,495000.0,420 CHOA CHU KANG AVE 4,420 CHOA CHU KANG AVENUE 4 SINGAPORE 680420,45.11666667,609,570,753,2,-145000.0,-62000.0
892,2020-03,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,10 TO 12,125.0,Apartment,2003,82,490000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,11,-145000.0,-62000.0
893,2020-03,CHOA CHU KANG,EXECUTIVE,757,CHOA CHU KANG NTH 5,07 TO 09,147.0,Apartment,1995,74,575000.0,757 CHOA CHU KANG NTH 5,757 CHOA CHU KANG NORTH 5 SINGAPORE 680757,43.71666667,424,267,610,8,-145000.0,-62000.0
894,2020-03,CHOA CHU KANG,EXECUTIVE,530,CHOA CHU KANG ST 51,04 TO 06,144.0,Apartment,1995,74,475000.0,530 CHOA CHU KANG ST 51,530 CHOA CHU KANG STREET 51 SINGAPORE 680530,45.41666667,232,375,1004,5,-145000.0,-62000.0
895,2020-04,CHOA CHU KANG,EXECUTIVE,756,CHOA CHU KANG NTH 5,01 TO 03,146.0,Apartment,1995,74,480000.0,756 CHOA CHU KANG NTH 5,756 CHOA CHU KANG NORTH 5 SINGAPORE 680756,43.1,378,317,659,2,-145000.0,-62000.0
896,2020-05,CHOA CHU KANG,EXECUTIVE,272,CHOA CHU KANG AVE 2,07 TO 09,148.0,Apartment,1993,72,475000.0,272 CHOA CHU KANG AVE 2,272 CHOA CHU KANG AVENUE 2 SINGAPORE 680272,41.76666667,322,288,923,8,-145000.0,-62000.0
897,2020-06,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,01 TO 03,144.0,Apartment,1992,71,450000.0,282 CHOA CHU KANG AVE 3,282 CHOA CHU KANG AVENUE 3 SINGAPORE 680282,43.93333333,467,498,692,2,-145000.0,-62000.0
898,2020-06,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,04 TO 06,144.0,Apartment,1993,71,540000.0,437 CHOA CHU KANG AVE 4,437 CHOA CHU KANG AVENUE 4 SINGAPORE 680437,43.98333333,616,845,627,5,-145000.0,-62000.0
899,2020-06,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,07 TO 09,125.0,Apartment,2003,81,455000.0,690B CHOA CHU KANG CRES,690B CHOA CHU KANG CRESCENT SINGAPORE 682690,44.78333333,997,704,1050,8,-145000.0,-62000.0
